Sec,Ah,V,A,S,D,Deg,RPM,HW,Nm,ThI,ThO,Acc,Lim
293.23,1.8967,50.01,0.1,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
293.44,1.8967,50.01,0.1,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
293.65,1.8967,50.01,0.1,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
293.86,1.8967,50.01,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
294.07,1.8967,50.01,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
294.28,1.8967,50.01,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
294.49,1.8967,50.01,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
294.7,1.8967,50.01,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
294.9,1.8967,50.01,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
295.11,1.8967,50.01,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
295.32,1.8967,50.01,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
295.53,1.8967,50.01,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
295.74,1.8967,50.01,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
295.95,1.8967,50.01,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
296.16,1.8967,50.01,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
296.36,1.8967,50.02,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
296.57,1.8967,50.02,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
296.78,1.8967,50.02,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
296.99,1.8967,50.02,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
297.2,1.8967,50.02,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
297.41,1.8967,50.02,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
297.62,1.8967,50.02,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
297.83,1.8967,50.02,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
298.04,1.8967,50.02,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
298.25,1.8967,50.02,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
298.46,1.8967,50.02,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
298.66,1.8967,50.11,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
298.87,1.8967,50.11,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
299.08,1.8967,50.11,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
299.29,1.8967,50.11,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
299.52,1.8967,50.11,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
299.74,1.8967,50.11,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
299.94,1.8967,50.11,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
300.15,1.8967,50.11,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
300.36,1.8967,50.11,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
300.57,1.8967,50.11,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
300.78,1.8967,50.11,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
300.99,1.8967,50.11,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
301.2,1.8967,50.15,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
301.41,1.8967,50.15,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
301.62,1.8967,50.15,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
301.83,1.8967,50.15,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
302.04,1.8967,50.15,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
302.24,1.8967,50.15,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
302.45,1.8967,50.15,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
302.66,1.8967,50.15,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
302.87,1.8967,50.15,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
303.08,1.8967,50.15,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
303.28,1.8967,50.15,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
303.49,1.8967,50.15,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
303.7,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
303.91,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
304.12,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
304.33,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
304.54,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
304.74,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
304.95,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
305.16,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
305.37,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
305.58,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
305.79,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
306.0,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
306.2,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
306.41,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
306.62,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
306.83,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
307.03,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
307.24,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
307.45,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
307.66,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
307.87,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
308.08,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
308.29,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
308.51,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
308.71,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
308.95,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
309.16,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
309.37,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
309.59,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
309.79,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
310.0,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
310.21,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
310.42,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
310.63,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
310.84,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
311.05,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
311.26,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
311.47,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
311.67,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
311.88,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
312.09,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
312.3,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
312.51,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
312.72,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
312.93,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
313.13,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
313.34,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
313.55,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
313.76,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
313.98,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
314.19,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
314.39,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
314.6,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
314.81,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
315.02,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
315.23,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
315.44,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
315.65,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
315.86,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
316.07,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
316.27,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
316.48,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
316.69,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
316.9,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
317.1,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
317.31,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
317.52,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
317.73,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
317.94,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
318.15,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
318.36,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
318.56,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
318.77,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
318.98,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
319.19,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
319.4,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
319.61,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
319.81,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
320.02,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
320.23,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
320.44,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
320.65,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
320.86,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
321.07,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
321.29,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
321.5,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
321.71,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
321.92,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
322.13,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
322.33,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
322.54,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
322.75,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
322.96,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
323.17,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
323.37,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
323.59,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
323.8,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
324.01,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
324.22,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
324.43,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
324.64,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
324.85,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
325.06,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
325.26,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
325.47,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
325.69,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
325.9,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
326.11,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
326.32,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
326.53,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
326.74,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
326.94,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
327.15,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
327.36,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
327.57,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
327.78,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
327.99,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
328.19,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
328.4,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
328.61,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
328.82,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
329.03,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
329.23,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
329.45,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
329.65,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
329.86,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
330.06,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
330.28,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
330.5,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
330.71,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
330.92,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
331.13,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
331.34,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
331.55,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
331.75,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
331.96,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
332.17,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
332.38,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
332.59,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
332.8,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
333.0,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
333.21,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
333.42,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
333.63,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
333.84,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
334.05,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
334.26,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
334.47,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
334.68,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
334.89,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
335.09,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
335.3,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
335.51,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
335.71,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
335.92,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
336.13,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
336.34,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
336.55,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
336.76,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
336.96,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
337.17,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
337.38,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
337.59,1.8967,50.16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
337.8,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
338.01,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
338.21,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
338.43,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
338.64,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
338.84,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
339.05,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
339.26,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
339.47,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
339.68,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
339.89,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
340.1,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
340.31,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
340.52,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
340.72,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
340.93,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
341.14,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
341.35,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
341.56,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
341.77,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
341.98,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
342.19,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
342.4,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
342.61,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
342.81,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
343.02,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
343.23,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
343.44,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
343.68,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
343.89,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
344.1,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
344.31,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
344.51,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
344.72,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
344.93,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
345.14,1.8967,50.17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
