Sec,Ah,V,A,S,D,Deg,RPM,HW,Nm,ThI,ThO,Acc,Lim
1.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
2.08,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
3.08,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
4.08,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
5.08,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
6.08,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
7.08,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
8.08,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
9.08,0.0000,52.59,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
10.08,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
11.08,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
12.08,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
13.08,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
14.08,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
15.08,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
16.08,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
17.08,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
18.08,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
19.08,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
20.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
21.08,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
22.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
23.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
24.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
25.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
26.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
27.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
28.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
29.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
30.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
31.08,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
32.08,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
33.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
34.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
35.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
36.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
37.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
38.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
39.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
40.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
41.08,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
42.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
43.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
44.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
45.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
46.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
47.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
48.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
49.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
50.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
51.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
52.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
53.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
54.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
55.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
56.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
57.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
58.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
59.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
60.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
61.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
62.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
63.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
64.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
65.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
66.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
67.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
68.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
69.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
70.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
71.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
72.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
73.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
74.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
75.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
76.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
77.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
78.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
79.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
80.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
81.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
82.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
83.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
84.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
85.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
86.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
87.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
88.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
89.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
90.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
91.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
92.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
93.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
94.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
95.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
96.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
97.07,0.0000,52.59,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
98.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
99.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
100.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
101.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
102.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
103.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
104.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
105.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
106.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
107.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
108.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
109.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
110.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
111.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
112.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
113.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
114.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
115.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
116.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
117.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
118.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
119.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
120.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
121.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
122.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
123.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
124.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
125.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
126.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
127.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
128.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
129.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
130.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
131.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
132.07,0.0000,52.59,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
133.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
134.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
135.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
136.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
137.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
138.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
139.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
140.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
141.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
142.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
143.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
144.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
145.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
146.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
147.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
148.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
149.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
150.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
151.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
152.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
153.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
154.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
155.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
156.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
157.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
158.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
159.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
160.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
161.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
162.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
163.07,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
164.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
165.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
166.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
167.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
168.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
169.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
170.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
171.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
172.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
173.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
174.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
175.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
176.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
177.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
178.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
179.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
180.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
181.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
182.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
183.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
184.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
185.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
186.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
187.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
188.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
189.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
190.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
191.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
192.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
193.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
194.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
195.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
196.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
197.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
198.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
199.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
200.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
201.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
202.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
203.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
204.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
205.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
206.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
207.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
208.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
209.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
210.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
211.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
212.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
213.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
214.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
215.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
216.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
217.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
218.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
219.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
220.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
221.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
222.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
223.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
224.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
225.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
226.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
227.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
228.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
229.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
230.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
232.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
233.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
234.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
235.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
236.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
237.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
238.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
239.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
240.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
241.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
242.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
243.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
244.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
245.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
246.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
247.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
248.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
249.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
250.06,0.0000,52.58,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
